filename,CU:,SR:,CS:,species
63021007,387  B23.75  2.869,81920,1.028,Common Dolphin
63021008,387  B23.75  5.825,81920,0.8062,Common Dolphin
63021009,387  B23.75  12.74,81920,0.7219,Common Dolphin
6302100A,387  B23.75  13.31,81920,0.8500,Common Dolphin
6302100B,387  B23.75  15.54,81920,0.8000,Common Dolphin
6302100C,417  B23.75  3.997,81920,0.5125,Common Dolphin
6302100D,417  B23.75  14.63,81920,0.7156,Common Dolphin
6302100E,449  B23.75  1.512,81920,1.466,Common Dolphin
6302100F,449  B23.75  12.02,81920,1.834,Common Dolphin
6302100G,479  B23.75  0.7781,81920,0.6219,Common Dolphin
6302100H,479  B23.75  3.506,81920,0.4000,Common Dolphin
6302100I,479  B23.75  3.872,81920,0.5437,Common Dolphin
6302100J,479  B23.75  5.497,81920,0.5656,Common Dolphin
6302100K,479  B23.75  10.83,81920,0.5656,Common Dolphin
6302100L,543  B23.75  4.600,81920,1.516,Common Dolphin
6302100M,572  B23.75  7.606,81920,0.6875,Common Dolphin
6302100N,572  B23.75  8.650,81920,0.8000,Common Dolphin
6302100O,637  B23.75  11.77,81920,0.8375,Common Dolphin
6302100P,637  B23.75  14.05,81920,0.6094,Common Dolphin
6302100Q,637  B23.75  14.86,81920,0.6094,Common Dolphin
6302100R,637  B23.75  15.34,81920,0.6437,Common Dolphin
6302100S,637  B23.75  15.89,81920,0.6437,Common Dolphin
6302100T,637  B23.75  17.50,81920,1.616,Common Dolphin
7500302N,1088  B28:00  14:47.410,81600,3.072,Common Dolphin
7500302O,1088  B28:00  14:51.297,81600,0.789,Common Dolphin
7500302P,1088  B28:00  14:52.124,81600,0.974,Common Dolphin
7500302Q,1088  B28:00  14:53.802,81600,1.369,Common Dolphin
7500302R,1088  B28:00  14:55.814,81600,0.888,Common Dolphin
7500302S,1088  B28:00  14:56.703,81600,0.950,Common Dolphin
7500302T,1088  B28:00  14:57.628,81600,1.382,Common Dolphin
7500302U,1088  B28:00  15:02.355,81600,2.357,Common Dolphin
7500302V,1088  B28:00  15:10.499,81600,1.024,Common Dolphin
7500302W,1088  B28:00  15:11.524,81600,0.863,Common Dolphin
7500302X,1088  B28:00  15:16.299,81600,0.567,Common Dolphin
7500302Y,1088  B28:00  15:19.261,81600,0.666,Common Dolphin
7500302Z,1088  B28:00  15:22.235,81600,0.629,Common Dolphin
75003030,1088  B28:00  15:24.051,81600,0.907,Common Dolphin
75003031,1088  B28:00  15:25.448,81600,0.236,Common Dolphin
75003032,1088  B28:00  15:27.296,81600,0.257,Common Dolphin
75003033,1088  B28:00  15:30.704,81600,0.397,Common Dolphin
75003034,1088  B28:00  15:33.962,81600,0.283,Common Dolphin
75003035,1088  B28:00  15:36.165,81600,0.288,Common Dolphin
75003036,1088  B28:00  15:37.184,81600,0.407,Common Dolphin
75003037,1088  B28:00  15:43.068,81600,0.506,Common Dolphin
75003038,1088  B28:00  15:45.110,81600,0.311,Common Dolphin
75003039,1088  B28:00  15:46.880,81600,0.415,Common Dolphin
7500303A,1088  B28:00  15:47.277,81600,0.540,Common Dolphin
7500303B,1088  B28:00  15:47.830,81600,0.909,Common Dolphin
7500303C,1088  B28:00  15:48.940,81600,1.662,Common Dolphin
7500303D,1088  B28:00  15:49.378,81600,2.608,Common Dolphin
7500303E,1088  B28:00  15:53.899,81600,0.418,Common Dolphin
7500303F,1088  B28:00  15:55.962,81600,0.673,Common Dolphin
7500303G,1088  B28:00  15:58.612,81600,3.892,Common Dolphin
7500303H,1088  B28:00  16:02.198,81600,5.157,Common Dolphin
7500303I,1088  B28:00  16:13.974,81600,2.455,Common Dolphin
7500303J,1088  B28:00  16:16.430,81600,1.584,Common Dolphin
7500303K,1088  B28:00  16:17.793,81600,3.094,Common Dolphin
7500303L,1088  B28:00  16:26.376,81600,1.363,Common Dolphin
7500303M,1088  B28:00  16:27.764,81600,2.038,Common Dolphin
7500303N,1088  B28:00  16:30.833,81600,1.768,Common Dolphin
7500303O,1088  B28:00  16:39.282,81600,1.510,Common Dolphin
7500303P,1088  B28:00  16:43.727,81600,5.648,Common Dolphin
7500303Q,1088  B28:00  16:53.919,81600,2.271,Common Dolphin
7500303R,1088  B28:00  16:56.620,81600,2.910,Common Dolphin
7500303S,1088  B28:00  17:03.472,81600,2.185,Common Dolphin
7500303T,1088  B28:00  17:05.584,81600,5.488,Common Dolphin
7500303U,1088  B28:00  17:11.012,81600,1.178,Common Dolphin
7500303V,1088  B28:00  17:12.362,81600,1.473,Common Dolphin
7500303W,1088  B28:00  17:19.754,81600,1.019,Common Dolphin
7500303X,1088  B28:00  17:24.101,81600,0.835,Common Dolphin
7500303Y,1088  B28:00  17:25.096,81600,1.473,Common Dolphin
7500303Z,1088  B28:00  17:30.425,81600,1.940,Common Dolphin
75003040,1088  B28:00  17:32.095,81600,2.824,Common Dolphin
75003041,1088  B28:00  17:34.969,81600,2.308,Common Dolphin
75003042,1088  B28:00  17:37.240,81600,1.743,Common Dolphin
75003043,1088  B28:00  17:38.873,81600,1.952,Common Dolphin
75003044,1088  B28:00  17:47.420,81600,4.346,Common Dolphin
75003045,1088  B28:00  17:51.779,81600,1.755,Common Dolphin
75003046,1088  B28:00  17:53.842,81600,1.129,Common Dolphin
75003047,1088  B28:00  17:54.874,81600,0.982,Common Dolphin
75003048,1088  B28:00  18:00.799,81600,5.347,Common Dolphin
75003049,1088  B28:00  18:06.146,81600,4.997,Common Dolphin
7500304A,1088  B28:00  18:23.140,81600,1.894,Common Dolphin
7500304B,1088  B28:00  18:30.698,81600,3.831,Common Dolphin
7500304C,1088  B28:00  18:34.217,81600,1.811,Common Dolphin
7500304D,1088  B28:00  18:37.361,81600,8.120,Common Dolphin
7500304E,1088  B28:00  18:48.146,81600,1.811,Common Dolphin
7500304F,1088  B28:00  18:49.728,81600,2.685,Common Dolphin
7500304G,1088  B28:00  18:54.434,81600,2.290,Common Dolphin
7500304H,1088  B28:00  18:56.662,81600,2.248,Common Dolphin
7500304I,1088  B28:00  19:00.181,81600,2.102,Common Dolphin
7500304J,1088  B28:00  19:02.159,81600,2.040,Common Dolphin
7500304K,1088  B28:00  19:05.615,81600,2.290,Common Dolphin
7500304L,1088  B28:00  19:08.009,81600,2.977,Common Dolphin
7500304M,1088  B28:00  19:11.278,81600,2.623,Common Dolphin
7500304N,1088  B28:00  19:14.526,81600,2.123,Common Dolphin
7500304O,1088  B28:00  19:17.462,81600,2.790,Common Dolphin
7500304P,1088  B28:00  19:25.861,81600,0.405,Common Dolphin
7500304Q,1088  B28:00  19:26.270,81600,0.220,Common Dolphin
7500304R,1088  B28:00  19:26.839,81600,0.156,Common Dolphin
7500304S,1088  B28:00  19:27.104,81600,0.196,Common Dolphin
7500304T,1088  B28:00  19:27.368,81600,1.270,Common Dolphin
7500304U,1088  B28:00  19:29.312,81600,0.512,Common Dolphin
7500304V,1088  B28:00  19:29.825,81600,0.536,Common Dolphin
7500304W,1088  B28:00  19:30.414,81600,2.564,Common Dolphin
7500304X,1088  B28:00  19:33.856,81600,0.360,Common Dolphin
7500304Y,1088  B28:00  19:34.257,81600,0.228,Common Dolphin
7500304Z,1088  B28:00  19:34.605,81600,0.949,Common Dolphin
75003050,1088  B28:00  19:39.213,81600,3.342,Common Dolphin
75003051,1088  B28:00  19:45.849,81600,3.168,Common Dolphin
75003052,1088  B28:00  19:50.358,81600,2.149,Common Dolphin
75003053,1088  B28:00  19:52.662,81600,2.802,Common Dolphin
75003054,1088  B28:00  20:02.622,81600,1.340,Common Dolphin
75003055,1088  B28:00  20:12.492,81600,3.013,Common Dolphin
75003056,1088  B28:00  21:15.573,81600,0.985,Common Dolphin
75003057,1088  B28:00  21:16.492,81600,0.786,Common Dolphin
75003058,1088  B28:00  21:17.279,81600,1.373,Common Dolphin
75003059,1088  B28:00  21:19.749,81600,0.618,Common Dolphin
7500305A,1088  B28:00  21:20.309,81600,0.337,Common Dolphin
7500305B,1088  B28:00  21:20.636,81600,0.448,Common Dolphin
7500305C,1088  B28:00  21:21.033,81600,0.891,Common Dolphin
7500305D,1088  B28:00  21:22.320,81600,0.742,Common Dolphin
7500305E,1088  B28:00  21:22.995,81600,0.697,Common Dolphin
7500305F,1088  B28:00  21:23.660,81600,0.930,Common Dolphin
7500305G,1088  B28:00  21:24.447,81600,1.329,Common Dolphin
7500305H,1088  B28:00  21:25.787,81600,1.163,Common Dolphin
7500305I,1088  B28:00  21:26.873,81600,1.052,Common Dolphin
7500305J,1088  B28:00  21:28.712,81600,1.262,Common Dolphin
7500305K,1088  B28:00  21:33.973,81600,1.552,Common Dolphin
7500305L,1088  B28:00  21:43.003,81600,1.399,Common Dolphin
7500305M,1088  B28:00  21:51.699,81600,1.157,Common Dolphin
7500305N,1088  B28:00  21:53.428,81600,3.522,Common Dolphin
7500305O,1088  B28:00  22:43.890,81600,2.536,Common Dolphin
7500305P,1088  B28:00  22:49.697,81600,0.818,Common Dolphin
7500305Q,1088  B28:00  23:36.296,81600,1.081,Common Dolphin
7500305R,1088  B28:00  23:40.922,81600,0.941,Common Dolphin
7500305S,1088  B28:00  23:47.680,81600,2.215,Common Dolphin
7500305T,1088  B28:00  23:50.593,81600,1.340,Common Dolphin
7500305U,1088  B28:00  23:53.418,81600,0.875,Common Dolphin
7500305V,1088  B28:00  23:56.631,81600,1.196,Common Dolphin
7500305W,1088  B28:00  24:03.045,81600,3.456,Common Dolphin
7500305X,1088  B28:00  24:35.215,81600,1.839,Common Dolphin
87003004,105  B23.7  13.59,81920,1.891,Common Dolphin
87003005,105  B23.7  17.03,81920,1.891,Common Dolphin
87003006,105  B23.7  20.89,81920,1.891,Common Dolphin
87003007,126  B23.7  1.591,81920,1.891,Common Dolphin
87003008,126  B23.7  4.691,81920,1.891,Common Dolphin
87003009,126  B23.7  6.216,81920,1.891,Common Dolphin
8700300A,126  B23.7  9.047,81920,1.891,Common Dolphin
8700300B,126  B23.7  17.47,81920,1.891,Common Dolphin
8700300C,126  B23.7  19.65,81920,1.891,Common Dolphin
8700300D,145  B23.7  2.522,81920,1.891,Common Dolphin
8700300E,145  B23.7  5.441,81920,1.891,Common Dolphin
8700300F,145  B23.7  7.641,81920,1.891,Common Dolphin
8700300G,145  B23.7  11.40,81920,1.891,Common Dolphin
8700300H,145  B23.7  11.50,81920,1.891,Common Dolphin
8700300I,145  B23.7  15.73,81920,1.891,Common Dolphin
8700300J,160  B23.7  2.309,81920,1.891,Common Dolphin
8700300K,160  B23.7  11.38,81920,1.891,Common Dolphin
8700300L,160  B23.7  15.45,81920,1.891,Common Dolphin
8700300M,203  B23.7  20.97,81920,1.891,Common Dolphin
8700300N,282  B5:00.00  0:01.969,148100,1.971,Common Dolphin
8700300O,282  B5:00.00  0:04.725,148100,2.166,Common Dolphin
8700300P,282  B5:00.00  0:07.556,148100,2.228,Common Dolphin
8700300Q,282  B5:00.00  0:11.178,148100,0.454,Common Dolphin
8700300R,282  B5:00.00  0:11.539,148100,2.108,Common Dolphin
8700300S,282  B5:00.00  0:14.602,148100,1.048,Common Dolphin
8700300T,282  B5:00.00  0:16.559,148100,1.013,Common Dolphin
8700300U,282  B5:00.00  0:16.809,148100,0.792,Common Dolphin
8700300V,282  B5:00.00  0:18.819,148100,0.522,Common Dolphin
8700300W,282  B5:00.00  0:21.419,148100,0.509,Common Dolphin
8700300X,282  B5:00.00  0:21.998,148100,0.924,Common Dolphin
8700300Y,282  B5:00.00  0:24.656,148100,3.752,Common Dolphin
8700300Z,282  B5:00.00  0:28.493,148100,0.575,Common Dolphin
87003010,282  B5:00.00  0:30.494,148100,1.631,Common Dolphin
87003011,282  B5:00.00  0:34.613,148100,1.308,Common Dolphin
87003012,282  B5:00.00  0:45.322,148100,1.910,Common Dolphin
87003013,282  B5:00.00  0:47.295,148100,0.811,Common Dolphin
87003014,282  B5:00.00  0:49.857,148100,2.011,Common Dolphin
87003015,282  B5:00.00  0:53.696,148100,1.917,Common Dolphin
87003016,282  B5:00.00  0:58.068,148100,0.105,Common Dolphin
87003017,282  B5:00.00  0:58.233,148100,8.103,Common Dolphin
87003018,282  B5:00.00  1:10.006,148100,3.204,Common Dolphin
87003019,282  B5:00.00  1:24.270,148100,2.446,Common Dolphin
8700301A,282  B5:00.00  1:26.772,148100,1.872,Common Dolphin
8700301B,282  B5:00.00  1:28.876,148100,7.248,Common Dolphin
8700301C,282  B5:00.00  1:36.108,148100,2.660,Common Dolphin
8700301D,282  B5:00.00  1:42.466,148100,2.843,Common Dolphin
8700301E,282  B5:00.00  1:45.261,148100,1.674,Common Dolphin
8700301F,282  B5:00.00  1:47.300,148100,2.630,Common Dolphin
8700301G,282  B5:00.00  1:49.895,148100,1.972,Common Dolphin
8700301H,282  B5:00.00  2:19.294,148100,2.283,Common Dolphin
8700301I,282  B5:00.00  2:21.897,148100,2.479,Common Dolphin
8700301J,282  B5:00.00  2:25.092,148100,1.546,Common Dolphin
8700301K,282  B5:00.00  2:30.197,148100,1.403,Common Dolphin
8700301L,282  B5:00.00  2:35.222,148100,1.221,Common Dolphin
8700301M,282  B5:00.00  2:36.421,148100,1.084,Common Dolphin
8700301N,282  B5:00.00  2:37.483,148100,1.435,Common Dolphin
8700301O,282  B5:00.00  2:51.132,148100,2.285,Common Dolphin
8700301P,282  B5:00.00  2:51.706,148100,2.517,Common Dolphin
8700301Q,282  B5:00.00  2:58.114,148100,3.139,Common Dolphin
8700301R,282  B5:00.00  3:01.567,148100,1.739,Common Dolphin
8700301S,282  B5:00.00  3:03.119,148100,2.213,Common Dolphin
8700301T,282  B5:00.00  3:06.780,148100,0.592,Common Dolphin
8700301U,282  B5:00.00  3:18.132,148100,5.784,Common Dolphin
8700301V,282  B5:00.00  3:32.468,148100,2.560,Common Dolphin
8700301W,282  B5:00.00  3:53.288,148100,2.733,Common Dolphin
8700301X,282  B5:00.00  4:00.338,148100,1.291,Common Dolphin
8700301Y,282  B5:00.00  4:03.052,148100,0.773,Common Dolphin
8700301Z,282  B5:00.00  4:05.185,148100,0.101,Common Dolphin
87003020,282  B5:00.00  4:11.489,148100,3.057,Common Dolphin
87003021,282  B5:00.00  4:16.198,148100,0.612,Common Dolphin
87003022,282  B5:00.00  4:20.797,148100,1.188,Common Dolphin
87003023,282  B5:00.00  4:36.785,148100,1.340,Common Dolphin
87003024,282  B5:00.00  4:41.624,148100,1.688,Common Dolphin
87003025,282  B5:00.00  4:44.311,148100,1.372,Common Dolphin
87003026,282  B5:00.00  4:46.446,148100,0.636,Common Dolphin
87003027,282  B5:00.00  4:47.088,148100,0.453,Common Dolphin
87003028,282  B5:00.00  4:47.701,148100,1.197,Common Dolphin
87003029,282  B5:00.00  4:50.150,148100,0.420,Common Dolphin
8700302A,282  B5:00.00  4:50.752,148100,0.477,Common Dolphin
8700302B,282  B5:00.00  4:51.207,148100,0.540,Common Dolphin
8700302C,282  B5:00.00  4:52.390,148100,0.691,Common Dolphin
8700302D,282  B5:00.00  4:54.091,148100,0.669,Common Dolphin
8700302E,282  B5:00.00  4:55.482,148100,0.612,Common Dolphin
8700302F,282  B5:00.00  4:56.156,148100,0.368,Common Dolphin
8700302G,282  B5:00.00  4:57.552,148100,0.475,Common Dolphin
8700302H,471  B5:00.00  0:04.189,148100,0.697,Common Dolphin
8700302I,471  B5:00.00  0:09.770,148100,1.819,Common Dolphin
8700302J,471  B5:00.00  0:12.630,148100,3.325,Common Dolphin
8700302K,471  B5:00.00  0:57.276,148100,0.895,Common Dolphin
8700302L,471  B5:00.00  1:01.354,148100,0.416,Common Dolphin
8700302M,471  B5:00.00  1:37.756,148100,0.099,Common Dolphin
8700302N,471  B5:00.00  3:10.517,148100,3.945,Common Dolphin
8700302O,471  B5:00.00  3:20.925,148100,3.759,Common Dolphin
94201100,0  B28:49.321  25:40.446,47600,8.873,Common Dolphin
94201101,0  B28:49.321  25:49.584,47600,4.370,Common Dolphin
94201102,0  B28:49.321  25:54.617,47600,2.863,Common Dolphin
94201103,0  B28:49.321  26:15.807,47600,7.217,Common Dolphin
94201104,0  B28:49.321  26:28.477,47600,5.831,Common Dolphin
79024001,489  B5:00.00  0:19.862,148100,0.835,Dall's Porpoise
79024002,489  B5:00.00  0:21.641,148100,1.854,Dall's Porpoise
79024003,489  B5:00.00  0:23.495,148100,0.775,Dall's Porpoise
79024004,489  B5:00.00  0:24.271,148100,0.890,Dall's Porpoise
79024005,489  B5:00.00  0:25.442,148100,4.019,Dall's Porpoise
79024006,489  B5:00.00  0:31.098,148100,0.793,Dall's Porpoise
79024007,489  B5:00.00  0:36.115,148100,0.463,Dall's Porpoise
79024008,489  B5:00.00  0:54.161,148100,0.451,Dall's Porpoise
79024009,489  B5:00.00  1:14.312,148100,1.039,Dall's Porpoise
7902400A,489  B5:00.00  1:15.519,148100,0.942,Dall's Porpoise
7902400B,489  B5:00.00  2:03.254,148100,1.648,Dall's Porpoise
7902400C,489  B5:00.00  2:05.894,148100,1.174,Dall's Porpoise
7902400D,489  B5:00.00  2:07.607,148100,0.408,Dall's Porpoise
7902400E,489  B5:00.00  2:08.100,148100,1.031,Dall's Porpoise
7902400F,489  B5:00.00  2:10.127,148100,0.418,Dall's Porpoise
7902400G,489  B5:00.00  2:10.743,148100,0.904,Dall's Porpoise
7902400H,489  B5:00.00  2:11.694,148100,0.562,Dall's Porpoise
7902400I,489  B5:00.00  2:13.362,148100,0.870,Dall's Porpoise
7902400J,489  B5:00.00  2:26.164,148100,0.847,Dall's Porpoise
7902400K,489  B5:00.00  2:28.041,148100,0.633,Dall's Porpoise
7902400L,489  B5:00.00  3:03.599,148100,0.284,Dall's Porpoise
7902400M,489  B5:00.00  3:03.964,148100,0.755,Dall's Porpoise
7902400N,488  B5:00.00  0:06.582,148100,0.022,Dall's Porpoise
7902400O,488  B5:00.00  0:08.335,148100,0.026,Dall's Porpoise
7902400P,488  B5:00.00  0:09.323,148100,0.019,Dall's Porpoise
7902400Q,488  B5:00.00  0:09.560,148100,0.023,Dall's Porpoise
7902400R,488  B5:00.00  0:10.320,148100,0.030,Dall's Porpoise
7902400S,488  B5:00.00  0:10.508,148100,0.030,Dall's Porpoise
7902400T,488  B5:00.00  0:10.980,148100,0.019,Dall's Porpoise
7902400U,488  B5:00.00  0:11.042,148100,0.032,Dall's Porpoise
7902400V,488  B5:00.00  0:11.146,148100,0.018,Dall's Porpoise
7902400W,488  B5:00.00  0:11.993,148100,0.016,Dall's Porpoise
7902400X,488  B5:00.00  0:12.001,148100,0.021,Dall's Porpoise
7902400Y,488  B5:00.00  0:12.158,148100,0.036,Dall's Porpoise
7902400Z,488  B5:00.00  0:12.615,148100,0.026,Dall's Porpoise
79024010,488  B5:00.00  0:12.717,148100,0.018,Dall's Porpoise
79024011,488  B5:00.00  0:12.824,148100,0.063,Dall's Porpoise
79024012,488  B5:00.00  0:12.883,148100,0.037,Dall's Porpoise
79024013,488  B5:00.00  0:12.956,148100,0.022,Dall's Porpoise
79024014,488  B5:00.00  0:13.050,148100,0.027,Dall's Porpoise
79024015,488  B5:00.00  0:13.147,148100,0.042,Dall's Porpoise
79024016,488  B5:00.00  0:13.305,148100,0.020,Dall's Porpoise
79024017,488  B5:00.00  0:13.346,148100,0.020,Dall's Porpoise
79024018,488  B5:00.00  0:13.940,148100,2.108,Dall's Porpoise
79024019,488  B5:00.00  0:16.902,148100,1.590,Dall's Porpoise
7902401A,488  B5:00.00  0:22.575,148100,0.767,Dall's Porpoise
7902401B,488  B5:00.00  1:00.204,148100,2.380,Dall's Porpoise
7902401C,488  B5:00.00  1:02.182,148100,1.240,Dall's Porpoise
7902401D,488  B5:00.00  1:49.575,148100,15.444,Dall's Porpoise
7902401E,488  B5:00.00  2:14.292,148100,1.815,Dall's Porpoise
7902401F,488  B5:00.00  2:16.108,148100,1.704,Dall's Porpoise
7902401G,488  B5:00.00  2:53.138,148100,2.118,Dall's Porpoise
64124001,3:49.438-3:53.534,60600,4.095,Dusky Dolphin
64124002,3:54.765-3:58.836,60600,4.097,Dusky Dolphin
64124003,3:59.321-4:2.436,60600,3.114,Dusky Dolphin
64124004,4:17.617-4:26.374,60600,8.757,Dusky Dolphin
64124005,4:26.280-4:30.917,60600,4.636,Dusky Dolphin
64124006,4:30.769-4:35.605,60600,4.835,Dusky Dolphin
64124007,4:35.554-4:41.443,60600,5.889,Dusky Dolphin
64124008,4:41.216-4:46.479,60600,5.263,Dusky Dolphin
64124009,4:46.456-4:48.969,60600,2.512,Dusky Dolphin
6412400A,4:48.969-4:58.250,60600,9.281,Dusky Dolphin
6412400B,5:1.015-5:7.074,60600,6.059,Dusky Dolphin
6412400C,5:7.074-5:15.230,60600,8.155,Dusky Dolphin
6412400D,5:15.230-5:19.491,60600,4.261,Dusky Dolphin
6412400E,5:26.44605:35.830,60600,9.383,Dusky Dolphin
6412400F,5:35.490-5:40.853,60600,5.363,Dusky Dolphin
6412400G,5:40.773-5:47.857,60600,7.083,Dusky Dolphin
6412400H,5:47.857-5:59.980,60600,12.123,Dusky Dolphin
6412400I,6:1.725-6:17.426,60600,15.701,Dusky Dolphin
6412400J,6:17.426-6:25.656,60600,8.230,Dusky Dolphin
6412400K,6:25.656-6:35.296,60600,9.640,Dusky Dolphin
6412400L,6:35.283-6:44.923,60600,9.640,Dusky Dolphin
6412400M,6:53.534-7:1.971,60600,8.436,Dusky Dolphin
6412400N,7:28.420-7:40.269,60600,11.849,Dusky Dolphin
6412400O,7:40.194-7:44.469,60600,4.275,Dusky Dolphin
6412400P,7:44.394-7:55.615,60600,11.221,Dusky Dolphin
6412400Q,7:55.581-8:6.446,60600,10.864,Dusky Dolphin
6412400R,8:6.446-8:14.291,60600,7.845,Dusky Dolphin
61021001,205,30000,6.500,False Killer Whale
61021002,236,30000,6.500,False Killer Whale
61021003,285,30000,6.500,False Killer Whale
61021004,496,30000,6.500,False Killer Whale
61021005,17,81920,1.197,False Killer Whale
61021006,17,81920,0.6937,False Killer Whale
61021007,17,81920,0.7062,False Killer Whale
61021008,17,81920,0.8125,False Killer Whale
61021009,35,81920,1.250,False Killer Whale
6102100A,35,81920,1.272,False Killer Whale
6102100B,35,81920,1.034,False Killer Whale
6102100C,35,81920,0.8187,False Killer Whale
6102100D,35,81920,0.8187,False Killer Whale
6102100E,35,81920,0.9750,False Killer Whale
6102100F,52,81920,0.9937,False Killer Whale
6102100G,52,81920,0.8844,False Killer Whale
6102100H,52,81920,0.9625,False Killer Whale
6102100I,52,81920,0.8656,False Killer Whale
6102100J,52,81920,1.237,False Killer Whale
6102100K,52,81920,0.5062,False Killer Whale
6102100L,52,81920,0.8500,False Killer Whale
6102100M,52,81920,0.8500,False Killer Whale
6102100N,52,81920,0.8500,False Killer Whale
6102100O,52,81920,0.9531,False Killer Whale
6102100P,52,81920,1.203,False Killer Whale
6102100Q,52,81920,1.134,False Killer Whale
6102100R,70,81920,0.7094,False Killer Whale
6102100S,70,81920,0.8844,False Killer Whale
6102100T,70,81920,0.7188,False Killer Whale
6102100U,70,81920,0.6125,False Killer Whale
6102100V,70,81920,0.7437,False Killer Whale
6102100W,70,81920,0.7906,False Killer Whale
6102100X,70,81920,0.3906,False Killer Whale
6102100Y,70,81920,0.4187,False Killer Whale
6102100Z,70,81920,0.3531,False Killer Whale
61021010,70,81920,0.7000,False Killer Whale
61021011,70,81920,0.7281,False Killer Whale
61021012,88,81920,0.8844,False Killer Whale
61021013,88,81920,0.8844,False Killer Whale
61021014,88,81920,1.881,False Killer Whale
61021015,88,81920,1.688,False Killer Whale
61021016,106,81920,1.200,False Killer Whale
